customer_id,year_month,nb_transactions,ElasticNet,KNeighborsRegressor,MLP,prediction_aggregated
9324768,2019-12,4,44,26,21,30
9337548,2019-10,3,42,12,28,27
9337548,2019-11,0,41,19,19,26
9341302,2019-10,45,132,120,158,137
9341302,2019-11,69,133,159,148,147
9341302,2019-12,56,118,49,114,94
9346906,2019-10,15,78,53,62,64
9346906,2019-11,10,61,66,46,58
9346906,2019-12,3,38,22,39,33
9353281,2019-10,28,55,11,48,38
9356162,2019-10,1,42,1,14,19
9356162,2019-11,0,34,1,8,14
9356162,2019-12,0,30,0,0,10
9360266,2019-10,15,64,67,79,70
9360266,2019-11,11,41,8,44,31
9360266,2019-12,6,29,14,22,22
9360481,2019-10,0,54,54,55,55
9360481,2019-11,11,36,45,33,38
9401556,2019-10,2,20,24,13,19
9401556,2019-11,0,18,10,11,13
9403123,2019-10,36,81,50,94,75
9403123,2019-11,5,50,48,55,51
9403123,2019-12,14,51,29,42,41
9411341,2019-10,52,104,101,116,107
9411341,2019-11,46,103,87,114,101
9443427,2019-10,13,53,68,51,57
9443427,2019-11,89,114,59,105,93
9443427,2019-12,25,74,40,56,57
9447359,2019-10,0,56,97,88,80
9447359,2019-11,68,104,89,118,104
9447359,2019-12,31,77,26,83,62
9473504,2019-10,0,21,19,15,18
9473504,2019-11,9,24,19,12,18
9473504,2019-12,1,17,6,9,11
9475966,2019-10,0,18,2,4,8
9475966,2019-11,1,15,11,3,10
9475966,2019-12,0,12,17,7,12
9503048,2019-10,21,88,132,121,114
9503048,2019-11,24,70,73,103,82
9503048,2019-12,7,55,55,48,53
9537247,2019-10,3,31,12,11,18
9537247,2019-11,0,24,8,6,13
9537247,2019-12,0,20,9,4,11
9551370,2019-10,45,130,126,176,144
9551370,2019-11,31,94,94,115,101
9551370,2019-12,17,72,36,67,58
9553202,2019-10,25,89,72,91,84
9553202,2019-11,0,61,66,52,60
9553202,2019-12,9,53,40,35,43
9567470,2019-10,1,19,13,10,14
9567470,2019-11,1,16,5,5,8
9578191,2019-10,2,37,12,10,20
9578191,2019-11,0,32,14,8,18
9578843,2019-10,5,62,24,63,50
9578843,2019-11,56,106,45,83,78
9578843,2019-12,20,76,22,48,49
9597987,2019-10,49,86,28,69,61
9597987,2019-11,28,75,49,52,59
9608131,2019-10,11,102,106,89,99
9608131,2019-11,5,93,126,94,104
9608131,2019-12,0,73,52,73,66
9609324,2019-10,27,75,50,87,71
9609324,2019-11,17,51,42,49,47
9609324,2019-12,11,36,25,23,28
9618217,2019-10,32,128,141,139,136
9618217,2019-11,50,139,83,134,119
9618217,2019-12,58,139,77,123,113
9639989,2019-10,8,34,25,17,26
9662286,2019-10,16,27,28,21,26
9662286,2019-11,2,16,11,3,10
9662286,2019-12,0,12,17,7,12
9668440,2019-10,21,84,48,96,76
9668440,2019-11,18,75,50,63,63
9679391,2019-10,23,64,96,66,75
9679391,2019-11,7,47,60,51,53
9706286,2019-10,11,40,33,37,37
9706286,2019-11,27,51,27,52,43
9706286,2019-12,12,42,24,27,31
9710961,2019-10,98,270,483,401,385
9710961,2019-11,145,287,527,374,396
9710961,2019-12,92,243,365,289,299
9737931,2019-10,9,45,18,41,35
9737931,2019-11,14,53,14,38,35
9746004,2019-10,0,43,53,46,47
9746004,2019-11,14,52,30,48,43
9746004,2019-12,9,50,13,42,35
9763081,2019-10,27,59,35,49,48
9763081,2019-11,24,57,40,44,47
9763081,2019-12,12,50,24,24,33
9766659,2019-10,1,41,0,22,21
9782315,2019-10,1,44,16,29,29
9782315,2019-11,0,38,8,19,22
9782315,2019-12,4,38,23,16,26
9793939,2019-10,5,83,87,82,84
9811305,2019-10,113,383,512,437,444
9811305,2019-11,76,293,410,381,361
9811305,2019-12,25,205,207,228,213
9823407,2019-10,21,49,27,48,41
9823407,2019-11,11,47,30,47,41
9823407,2019-12,28,59,26,46,44
9831946,2019-10,12,61,34,49,48
9843137,2019-10,66,152,194,193,179
9843137,2019-11,133,204,178,238,207
9843137,2019-12,25,132,102,124,119
9853501,2019-10,1,18,9,9,12
9853501,2019-11,5,18,8,6,11
9886926,2019-10,6,27,20,19,22
9886926,2019-11,19,40,20,21,27
9896604,2019-10,1,23,4,5,10
9896604,2019-11,0,19,23,3,15
9909788,2019-10,4,51,26,56,44
9909788,2019-11,29,70,37,70,59
9930463,2019-10,5,48,13,34,32
9930463,2019-11,2,41,13,18,24
9930463,2019-12,1,31,22,9,21
9937463,2019-10,3,32,14,30,25
9937463,2019-11,5,29,7,19,18
9955498,2019-10,3,51,70,45,55
9955498,2019-11,8,49,53,29,43
9971759,2019-10,16,38,54,42,45
9971759,2019-11,13,38,61,38,46
9975355,2019-10,98,257,439,322,339
9975355,2019-11,185,290,334,414,346
9975355,2019-12,157,265,184,264,238
9976192,2019-10,9,28,19,33,27
9976192,2019-11,0,21,11,23,18
9978714,2019-11,6,18,9,5,11
9985628,2019-10,0,25,5,4,11
9985628,2019-11,14,34,4,12,17
9987263,2019-10,0,42,13,24,26
9987263,2019-11,39,68,19,37,42
